Region,Subregion,"Violent
crime"
MONTANA,Hill,14
MONTANA,Jefferson,26
MONTANA,Judith Basin,5
MONTANA,Lake,96
MONTANA,Lewis and Clark,85
MONTANA,Lincoln,28
MONTANA,Madison,5
MONTANA,McCone,0
MONTANA,Meagher,2
MONTANA,Musselshell,20
MONTANA,Park,16
MONTANA,Phillips,9
MONTANA,Pondera,1
MONTANA,Powell,20
MONTANA,Prairie,2
MONTANA,Ravalli,45
MONTANA,Richland,7
MONTANA,Roosevelt,25
MONTANA,Rosebud,17
MONTANA,Sanders,12
MONTANA,Sheridan,17
MONTANA,Silver Bow,123
MONTANA,Stillwater,14
MONTANA,Teton,8
MONTANA,Toole,26
MONTANA,Valley,1
MONTANA,Wheatland,0
MONTANA,Wibaux,0
NEBRASKA,Dakota,13
NEBRASKA,Dixon,0
NEBRASKA,Douglas,133
NEBRASKA,Hall,18
NEBRASKA,Hamilton,5
NEBRASKA,Lancaster,23
NEBRASKA,Saunders,6
NEBRASKA,Seward,2
NEBRASKA,Washington,2
NEBRASKA,Adams,6
NEBRASKA,Antelope,2
NEBRASKA,Arthur,0
NEBRASKA,Box Butte,0
NEBRASKA,Brown,0
NEBRASKA,Buffalo,11
NEBRASKA,Burt,4
NEBRASKA,Butler,5
NEBRASKA,Cedar,4
NEBRASKA,Chase,0
NEBRASKA,Cherry,3
NEBRASKA,Cuming,1
NEBRASKA,Dawes,1
NEBRASKA,Dawson,8
NEBRASKA,Deuel,0
NEBRASKA,Dodge,9
NEBRASKA,Franklin,0
NEBRASKA,Gage,45
NEBRASKA,Hitchcock,2
NEBRASKA,Holt,6
NEBRASKA,Hooker,0
NEBRASKA,Johnson,6
NEBRASKA,Kearney,5
NEBRASKA,Keith,1
NEBRASKA,Keya Paha,0
NEBRASKA,Kimball,1
NEBRASKA,Knox,7
NEBRASKA,Lincoln,12
NEBRASKA,Madison,5
NEBRASKA,Morrill,0
NEBRASKA,Nemaha,4
NEBRASKA,Pawnee,0
NEBRASKA,Perkins,2
NEBRASKA,Phelps,5
NEBRASKA,Pierce,4
NEBRASKA,Platte,6
NEBRASKA,Polk,0
NEBRASKA,Red Willow,1
NEBRASKA,Rock,0
NEBRASKA,Scotts Bluff,7
NEBRASKA,Sheridan,0
NEBRASKA,Stanton,1
NEBRASKA,Thayer,11
NEBRASKA,Thurston,2
NEBRASKA,Wayne,1
NEBRASKA,Webster,6
NEBRASKA,Wheeler,0
NEBRASKA,York,1
NEVADA,Carson City,160
NEVADA,Storey,28
NEVADA,Washoe,154
NEVADA,Churchill,25
NEVADA,Douglas,78
NEVADA,Elko,36
NEVADA,Esmeralda,1
NEVADA,Eureka,8
NEVADA,Humboldt,47
NEVADA,Lander,35
NEVADA,Lincoln,1
NEVADA,Lyon,140
NEVADA,Nye,61
NEVADA,Pershing,23
NEVADA,White Pine,31
NEW HAMPSHIRE,Rockingham,5
NEW HAMPSHIRE,Carroll,17
NEW HAMPSHIRE,Cheshire,2
NEW HAMPSHIRE,Merrimack,4
NEW JERSEY,Atlantic,0
NEW JERSEY,Bergen,0
NEW JERSEY,Burlington,0
NEW JERSEY,Camden,0
NEW JERSEY,Camden County Police Department,1550
NEW JERSEY,Cape May,2
NEW JERSEY,Cumberland,0
NEW JERSEY,Essex,115
NEW JERSEY,Gloucester,0
NEW JERSEY,Hudson,0
NEW JERSEY,Hunterdon,0
NEW JERSEY,Mercer,0
NEW JERSEY,Monmouth,1
NEW JERSEY,Morris,0
NEW JERSEY,Ocean,0
NEW JERSEY,Passaic,0
NEW JERSEY,Salem,2
NEW JERSEY,Somerset,0
NEW JERSEY,Sussex,0
NEW JERSEY,Union,0
NEW JERSEY,Warren,0
NEW MEXICO,Bernalillo,613
NEW MEXICO,Dona Ana,251
NEW MEXICO,Sandoval,29
NEW MEXICO,San Juan,317
NEW MEXICO,Santa Fe,57
NEW MEXICO,Torrance,49
NEW MEXICO,Valencia,371
NEW MEXICO,Catron,3
NEW MEXICO,Chaves,47
NEW MEXICO,Cibola,80
NEW MEXICO,Colfax,9
NEW MEXICO,Curry,17
NEW MEXICO,De Baca,6
NEW MEXICO,Eddy,41
NEW MEXICO,Guadalupe,11
NEW MEXICO,Hidalgo,11
NEW MEXICO,Lea,51
NEW MEXICO,Lincoln,21
NEW MEXICO,Los Alamos,0
NEW MEXICO,Luna,50
NEW MEXICO,McKinley,83
NEW MEXICO,Mora,5
NEW MEXICO,Otero,101
NEW MEXICO,Quay,2
NEW MEXICO,Rio Arriba,44
NEW MEXICO,San Miguel,5
NEW MEXICO,Sierra,24
NEW MEXICO,Socorro,18
NEW MEXICO,Taos,84
NEW MEXICO,Union,4
NEW YORK,Albany4,8
NEW YORK,Broome4,67
NEW YORK,Chemung4,32
NEW YORK,Dutchess4,61
NEW YORK,Erie,175
NEW YORK,Herkimer,0
NEW YORK,Jefferson4,13
NEW YORK,Livingston4,22
NEW YORK,Madison4,20
NEW YORK,Monroe4,177
NEW YORK,Nassau4,1329
NEW YORK,Niagara4,69
NEW YORK,Oneida4,69
NEW YORK,Onondaga4,192
NEW YORK,Ontario4,58
NEW YORK,Orange4,8
NEW YORK,Orleans4,15
NEW YORK,Oswego4,43
NEW YORK,Putnam4,25
NEW YORK,Rensselaer4,24
NEW YORK,Rockland4,11
NEW YORK,Saratoga4,54
NEW YORK,Schenectady,4
NEW YORK,Schoharie4,1
NEW YORK,Suffolk,82
NEW YORK,Suffolk County Police Department4,1528
NEW YORK,Tioga4,17
NEW YORK,Ulster4,47
NEW YORK,Warren4,25
NEW YORK,Washington4,33
NEW YORK,Wayne4,39
NEW YORK,Westchester Public Safety,5
NEW YORK,Allegany4,2
NEW YORK,Cattaraugus4,47
NEW YORK,Cayuga4,23
NEW YORK,Chautauqua4,37
NEW YORK,Chenango4,28
NEW YORK,Clinton4,5
NEW YORK,Columbia4,16
NEW YORK,Delaware4,21
NEW YORK,Essex4,3
NEW YORK,Franklin,0
NEW YORK,Fulton,5
NEW YORK,Genesee4,38
NEW YORK,Greene,6
NEW YORK,Hamilton,1
NEW YORK,Lewis4,11
NEW YORK,Montgomery4,8
NEW YORK,Otsego4,24
NEW YORK,Schuyler4,6
NEW YORK,Seneca4,12
NEW YORK,Steuben4,13
NEW YORK,St. Lawrence,12
NEW YORK,Sullivan4,19
NEW YORK,Wyoming4,11
NORTH CAROLINA,Alamance,123
NORTH CAROLINA,Alexander,55
NORTH CAROLINA,Brunswick,96
NORTH CAROLINA,Buncombe,91
NORTH CAROLINA,Burke,87
NORTH CAROLINA,Cabarrus,40
NORTH CAROLINA,Caldwell,54
NORTH CAROLINA,Catawba,112
NORTH CAROLINA,Chatham,77
NORTH CAROLINA,Craven,103
NORTH CAROLINA,Cumberland,476
NORTH CAROLINA,Currituck,49
NORTH CAROLINA,Davidson,94
NORTH CAROLINA,Davie,51
NORTH CAROLINA,Durham,47
NORTH CAROLINA,Edgecombe,61
NORTH CAROLINA,Forsyth,241
NORTH CAROLINA,Franklin,48
NORTH CAROLINA,Gaston,2
NORTH CAROLINA,Gaston County Police Department,172
NORTH CAROLINA,Guilford,147
NORTH CAROLINA,Haywood,99
NORTH CAROLINA,Henderson,91
NORTH CAROLINA,Hoke,43
NORTH CAROLINA,Iredell,170
NORTH CAROLINA,Johnston,131
NORTH CAROLINA,Lincoln,77
NORTH CAROLINA,Madison,6
NORTH CAROLINA,Nash,45
NORTH CAROLINA,New Hanover,176
NORTH CAROLINA,Onslow,171
NORTH CAROLINA,Orange,29
NORTH CAROLINA,Pamlico,35
NORTH CAROLINA,Pender,86
NORTH CAROLINA,Person,44
NORTH CAROLINA,Pitt,177
NORTH CAROLINA,Randolph,113
NORTH CAROLINA,Rockingham,56
NORTH CAROLINA,Rowan,187
NORTH CAROLINA,Union,160
NORTH CAROLINA,Wake,178
NORTH CAROLINA,Wayne,104
NORTH CAROLINA,Yadkin,78
NORTH CAROLINA,Alleghany,10
NORTH CAROLINA,Anson,32
NORTH CAROLINA,Ashe,14
NORTH CAROLINA,Avery,21
NORTH CAROLINA,Beaufort,62
NORTH CAROLINA,Bertie,22
NORTH CAROLINA,Bladen,66
NORTH CAROLINA,Camden,3
NORTH CAROLINA,Caswell,44
NORTH CAROLINA,Cherokee,44
NORTH CAROLINA,Chowan,17
NORTH CAROLINA,Clay,26
NORTH CAROLINA,Cleveland,40
NORTH CAROLINA,Columbus,124
NORTH CAROLINA,Dare,23
NORTH CAROLINA,Duplin,103
NORTH CAROLINA,Granville,49
NORTH CAROLINA,Halifax,81
NORTH CAROLINA,Harnett,202
NORTH CAROLINA,Hertford,22
NORTH CAROLINA,Lee,29
NORTH CAROLINA,Lenoir,98
NORTH CAROLINA,Macon,28
NORTH CAROLINA,Martin,28
NORTH CAROLINA,McDowell,34
NORTH CAROLINA,Montgomery,41
NORTH CAROLINA,Moore,62
NORTH CAROLINA,Northampton,45
NORTH CAROLINA,Pasquotank,44
NORTH CAROLINA,Perquimans,8
NORTH CAROLINA,Polk,8
NORTH CAROLINA,Richmond,134
NORTH CAROLINA,Robeson,164
NORTH CAROLINA,Rutherford,75
NORTH CAROLINA,Sampson,98
NORTH CAROLINA,Scotland,64
NORTH CAROLINA,Surry,64
NORTH CAROLINA,Swain,27
NORTH CAROLINA,Transylvania,36
NORTH CAROLINA,Tyrrell,9
NORTH CAROLINA,Vance,59
NORTH CAROLINA,Warren,42
NORTH CAROLINA,Watauga,20
NORTH CAROLINA,Wilkes,110
NORTH CAROLINA,Wilson,61
NORTH CAROLINA,Yancey,4
NORTH DAKOTA,Burleigh,35
NORTH DAKOTA,Cass,15
NORTH DAKOTA,Grand Forks,13
NORTH DAKOTA,Morton,20
NORTH DAKOTA,Oliver,2
NORTH DAKOTA,Sioux,1
NORTH DAKOTA,Adams,2
NORTH DAKOTA,Barnes,6
NORTH DAKOTA,Benson,1
NORTH DAKOTA,Billings,0
NORTH DAKOTA,Bottineau,7
NORTH DAKOTA,Bowman,2
NORTH DAKOTA,Burke,1
NORTH DAKOTA,Cavalier,3
NORTH DAKOTA,Dickey,0
NORTH DAKOTA,Divide,0
NORTH DAKOTA,Dunn,5
NORTH DAKOTA,Emmons,1
NORTH DAKOTA,Golden Valley,2
NORTH DAKOTA,Grant,2
NORTH DAKOTA,Griggs,2
NORTH DAKOTA,Hettinger,0
NORTH DAKOTA,Kidder,3
NORTH DAKOTA,Lamoure,2
NORTH DAKOTA,Logan,0
NORTH DAKOTA,McHenry,3
NORTH DAKOTA,McIntosh,3
NORTH DAKOTA,McKenzie,17
NORTH DAKOTA,McLean,6
NORTH DAKOTA,Mercer,5
NORTH DAKOTA,Mountrail,22
NORTH DAKOTA,Nelson,4
NORTH DAKOTA,Pembina,8
NORTH DAKOTA,Pierce,0
NORTH DAKOTA,Ramsey,3
NORTH DAKOTA,Ransom,5
NORTH DAKOTA,Renville,1
NORTH DAKOTA,Richland,6
NORTH DAKOTA,Sargent,2
NORTH DAKOTA,Sheridan,2
NORTH DAKOTA,Stark,4
NORTH DAKOTA,Stutsman,8
NORTH DAKOTA,Traill,4
NORTH DAKOTA,Walsh,5
NORTH DAKOTA,Ward,27
NORTH DAKOTA,Wells,0
NORTH DAKOTA,Williams,39
OHIO,Allen,38
OHIO,Belmont,37
OHIO,Clark,51
OHIO,Clermont,95
OHIO,Delaware,14
OHIO,Fairfield,32
OHIO,Fulton,19
OHIO,Greene,28
OHIO,Hamilton,179
OHIO,Jefferson,4
OHIO,Lake,176
OHIO,Lawrence,64
OHIO,Lorain,52
OHIO,Lucas,62
OHIO,Madison,12
OHIO,Mahoning,5
OHIO,Miami,16
OHIO,Montgomery,176
OHIO,Morrow,15
OHIO,Pickaway,31
OHIO,Portage,50
OHIO,Richland,31
OHIO,Stark,90
OHIO,Summit,56
OHIO,Trumbull,21
OHIO,Union,14
OHIO,Wood,12
OHIO,Adams,12
OHIO,Ashland,11
OHIO,Ashtabula,37
OHIO,Athens,18
OHIO,Champaign,15
OHIO,Clinton,9
OHIO,Columbiana,14
OHIO,Crawford,3
OHIO,Darke,15
OHIO,Defiance,9
OHIO,Erie,4
OHIO,Fayette,26
OHIO,Gallia,27
OHIO,Hancock,6
OHIO,Hardin,12
OHIO,Harrison,21
OHIO,Henry,13
OHIO,Highland,11
OHIO,Holmes,7
OHIO,Jackson,17
OHIO,Knox,33
OHIO,Logan,9
OHIO,Marion,26
OHIO,Meigs,22
OHIO,Mercer,17
OHIO,Monroe,7
OHIO,Morgan,32
OHIO,Muskingum,45
OHIO,Ottawa,4
OHIO,Paulding,4
OHIO,Pike,16
OHIO,Preble,19
OHIO,Putnam,19
OHIO,Ross,81
OHIO,Seneca,47
OHIO,Shelby,15
OHIO,Vinton,7
OHIO,Wayne,29
OHIO,Wyandot,3
OKLAHOMA,Canadian,20
OKLAHOMA,Cleveland,58
OKLAHOMA,Comanche,28
OKLAHOMA,Cotton,1
OKLAHOMA,Creek,56
OKLAHOMA,Grady,4
OKLAHOMA,Le Flore,50
OKLAHOMA,Lincoln,29
OKLAHOMA,Logan,34
OKLAHOMA,McClain,10
OKLAHOMA,Oklahoma,20
OKLAHOMA,Okmulgee,20
OKLAHOMA,Osage,32
OKLAHOMA,Pawnee,12
OKLAHOMA,Rogers,103
OKLAHOMA,Sequoyah,52
OKLAHOMA,Tulsa,209
OKLAHOMA,Wagoner,55
OKLAHOMA,Adair,62
OKLAHOMA,Alfalfa,1
OKLAHOMA,Atoka,0
OKLAHOMA,Beaver,4
OKLAHOMA,Beckham,16
OKLAHOMA,Blaine,2
OKLAHOMA,Bryan,10
OKLAHOMA,Caddo,38
OKLAHOMA,Carter,17
OKLAHOMA,Cherokee,74
OKLAHOMA,Choctaw,20
OKLAHOMA,Cimarron,0
OKLAHOMA,Coal,2
OKLAHOMA,Craig,9
OKLAHOMA,Custer,5
OKLAHOMA,Delaware,11
OKLAHOMA,Dewey,1
OKLAHOMA,Ellis,8
OKLAHOMA,Garfield,10
OKLAHOMA,Garvin,23
OKLAHOMA,Grant,3
OKLAHOMA,Greer,1
OKLAHOMA,Harmon,0
OKLAHOMA,Harper,0
OKLAHOMA,Haskell,1
OKLAHOMA,Hughes,8
OKLAHOMA,Jackson,3
OKLAHOMA,Jefferson,4
OKLAHOMA,Kay,11
OKLAHOMA,Kingfisher,5
OKLAHOMA,Kiowa,6
OKLAHOMA,Latimer,23
OKLAHOMA,Love,1
OKLAHOMA,Major,1
OKLAHOMA,Marshall,14
OKLAHOMA,Mayes,27
OKLAHOMA,McCurtain,29
OKLAHOMA,McIntosh,24
OKLAHOMA,Murray,6
OKLAHOMA,Muskogee,63
OKLAHOMA,Noble,2
OKLAHOMA,Nowata,2
OKLAHOMA,Okfuskee,22
OKLAHOMA,Ottawa,2
OKLAHOMA,Payne,21
OKLAHOMA,Pittsburg,1
OKLAHOMA,Pontotoc,32
OKLAHOMA,Pottawatomie,34
OKLAHOMA,Pushmataha,14
OKLAHOMA,Roger Mills,5
OKLAHOMA,Seminole,11
OKLAHOMA,Stephens,7
OKLAHOMA,Texas,5
OKLAHOMA,Tillman,11
OKLAHOMA,Washita,23
OKLAHOMA,Woods,3
OKLAHOMA,Woodward,8
OREGON,Benton,27
OREGON,Columbia,8
OREGON,Deschutes,80
OREGON,Jackson,175
OREGON,Linn,23
OREGON,Marion,62
OREGON,Multnomah,108
OREGON,Polk,35
OREGON,Washington,322
OREGON,Yamhill,39
OREGON,Baker,12
OREGON,Clatsop,12
OREGON,Coos,19
OREGON,Crook,19
OREGON,Douglas,119
OREGON,Gilliam,0
OREGON,Grant,0
OREGON,Harney,3
OREGON,Hood River4,16
OREGON,Klamath,56
OREGON,Lincoln,51
OREGON,Malheur,5
OREGON,Sherman,1
OREGON,Tillamook,10
OREGON,Union,15
OREGON,Wallowa,0
OREGON,Wasco4,16
PENNSYLVANIA,Adams,0
PENNSYLVANIA,Allegheny,11
PENNSYLVANIA,Allegheny County Police Department,116
PENNSYLVANIA,Beaver,0
PENNSYLVANIA,Berks,5
PENNSYLVANIA,Blair,1
PENNSYLVANIA,Bucks,0
PENNSYLVANIA,Butler,0
PENNSYLVANIA,Centre,0
PENNSYLVANIA,Cumberland,0
PENNSYLVANIA,Erie,0
PENNSYLVANIA,Franklin,0
PENNSYLVANIA,Lancaster,0
PENNSYLVANIA,Lycoming,0
PENNSYLVANIA,Mercer,2
PENNSYLVANIA,Monroe,0
PENNSYLVANIA,Northampton,0
PENNSYLVANIA,Pike,0
PENNSYLVANIA,Washington,0
PENNSYLVANIA,Westmoreland,1
PENNSYLVANIA,York,5
PENNSYLVANIA,Bedford,0
PENNSYLVANIA,Bradford,0
PENNSYLVANIA,Clarion,0
PENNSYLVANIA,Elk,0
PENNSYLVANIA,Indiana,2
PENNSYLVANIA,Jefferson,1
PENNSYLVANIA,Schuylkill,0
PENNSYLVANIA,Snyder,1
PENNSYLVANIA,Tioga,0
PENNSYLVANIA,Union,0
PENNSYLVANIA,Wayne,0
SOUTH CAROLINA,Anderson,735
SOUTH CAROLINA,Beaufort,671
SOUTH CAROLINA,Calhoun,33
SOUTH CAROLINA,Charleston,556
SOUTH CAROLINA,Chester,156
SOUTH CAROLINA,Dorchester,321
SOUTH CAROLINA,Fairfield,144
SOUTH CAROLINA,Florence,234
SOUTH CAROLINA,Greenville,2110
SOUTH CAROLINA,Lancaster,300
SOUTH CAROLINA,Laurens,241
SOUTH CAROLINA,Lexington,518
SOUTH CAROLINA,Pickens,230
SOUTH CAROLINA,Richland,1983
SOUTH CAROLINA,Saluda,34
SOUTH CAROLINA,Spartanburg,659
SOUTH CAROLINA,Sumter,395
SOUTH CAROLINA,Union,95
SOUTH CAROLINA,York,440
SOUTH CAROLINA,Abbeville,33
SOUTH CAROLINA,Bamberg,23
SOUTH CAROLINA,Barnwell,99
SOUTH CAROLINA,Chesterfield,98
SOUTH CAROLINA,Clarendon,127
SOUTH CAROLINA,Colleton,270
SOUTH CAROLINA,Dillon,155
SOUTH CAROLINA,Greenwood,141
SOUTH CAROLINA,Hampton,43
SOUTH CAROLINA,Lee,68
SOUTH CAROLINA,Marion,88
SOUTH CAROLINA,Newberry,56
SOUTH CAROLINA,Oconee,281
SOUTH CAROLINA,Orangeburg,345
SOUTH DAKOTA,Custer,4
SOUTH DAKOTA,Lincoln,17
SOUTH DAKOTA,McCook,0
SOUTH DAKOTA,Meade,7
SOUTH DAKOTA,Minnehaha,39
SOUTH DAKOTA,Pennington,75
SOUTH DAKOTA,Turner,4
SOUTH DAKOTA,Union,12
SOUTH DAKOTA,Aurora,3
SOUTH DAKOTA,Beadle,4
SOUTH DAKOTA,Bennett,3
SOUTH DAKOTA,Bon Homme,1
SOUTH DAKOTA,Brookings,9
SOUTH DAKOTA,Brown,12
SOUTH DAKOTA,Butte,4
SOUTH DAKOTA,Campbell,0
SOUTH DAKOTA,Charles Mix,14
SOUTH DAKOTA,Clark,3
SOUTH DAKOTA,Clay,6
SOUTH DAKOTA,Codington,5
SOUTH DAKOTA,Corson,0
SOUTH DAKOTA,Davison,1
SOUTH DAKOTA,Deuel,2
SOUTH DAKOTA,Dewey,0
SOUTH DAKOTA,Douglas,3
SOUTH DAKOTA,Edmunds,0
SOUTH DAKOTA,Faulk,0
SOUTH DAKOTA,Hamlin,0
SOUTH DAKOTA,Hand,0
SOUTH DAKOTA,Hanson,2
SOUTH DAKOTA,Harding,0
SOUTH DAKOTA,Hughes,2
SOUTH DAKOTA,Hutchinson,0
SOUTH DAKOTA,Jerauld,0
SOUTH DAKOTA,Lawrence,5
SOUTH DAKOTA,Marshall,11
SOUTH DAKOTA,McPherson,1
SOUTH DAKOTA,Mellette,4
SOUTH DAKOTA,Miner,1
SOUTH DAKOTA,Moody,1
SOUTH DAKOTA,Perkins,1
SOUTH DAKOTA,Potter,0
SOUTH DAKOTA,Roberts,2
SOUTH DAKOTA,Shannon,0
SOUTH DAKOTA,Spink,1
SOUTH DAKOTA,Stanley,4
SOUTH DAKOTA,Sully,0
SOUTH DAKOTA,Tripp,2
SOUTH DAKOTA,Yankton,13
SOUTH DAKOTA,Ziebach,0
TENNESSEE,Anderson,76
TENNESSEE,Blount,297
TENNESSEE,Bradley,187
TENNESSEE,Campbell,39
TENNESSEE,Cannon,10
TENNESSEE,Carter,69
TENNESSEE,Cheatham,100
TENNESSEE,Chester,24
TENNESSEE,Crockett,30
TENNESSEE,Dickson,102
TENNESSEE,Fayette,76
TENNESSEE,Grainger,24
TENNESSEE,Hamblen,107
TENNESSEE,Hamilton,281
TENNESSEE,Hartsville/Trousdale,38
TENNESSEE,Hawkins,90
TENNESSEE,Hickman,82
TENNESSEE,Jefferson,76
TENNESSEE,Knox,534
TENNESSEE,Loudon,71
TENNESSEE,Macon,32
TENNESSEE,Madison,137
TENNESSEE,Marion,40
TENNESSEE,Maury,98
TENNESSEE,Montgomery,141
TENNESSEE,Morgan,36
TENNESSEE,Polk,30
TENNESSEE,Roane,68
TENNESSEE,Robertson,97
TENNESSEE,Rutherford,151
TENNESSEE,Sequatchie,37
TENNESSEE,Shelby,588
TENNESSEE,Smith,35
TENNESSEE,Sullivan,226
TENNESSEE,Sumner,107
TENNESSEE,Tipton,204
TENNESSEE,Unicoi,33
TENNESSEE,Union,45
TENNESSEE,Washington,147
TENNESSEE,Williamson,59
TENNESSEE,Bedford,25
TENNESSEE,Benton,19
TENNESSEE,Bledsoe,10
TENNESSEE,Carroll,32
TENNESSEE,Claiborne,112
TENNESSEE,Clay,8
TENNESSEE,Cocke,113
TENNESSEE,Coffee,72
TENNESSEE,Cumberland,101
TENNESSEE,Decatur,20
TENNESSEE,DeKalb,15
TENNESSEE,Dyer,46
TENNESSEE,Fentress,32
TENNESSEE,Gibson,48
TENNESSEE,Giles,32
TENNESSEE,Greene,138
TENNESSEE,Grundy,31
TENNESSEE,Hancock,9
TENNESSEE,Hardeman,89
TENNESSEE,Hardin,58
TENNESSEE,Haywood,43
TENNESSEE,Henderson,86
TENNESSEE,Henry,55
TENNESSEE,Houston,13
TENNESSEE,Humphreys,25
TENNESSEE,Jackson,22
TENNESSEE,Johnson,73
TENNESSEE,Lake,2
TENNESSEE,Lauderdale,38
TENNESSEE,Lawrence,113
TENNESSEE,Lewis,26
TENNESSEE,Lincoln,61
TENNESSEE,Marshall,34
TENNESSEE,McMinn,82
TENNESSEE,McNairy,71
TENNESSEE,Meigs,37
TENNESSEE,Monroe,93
TENNESSEE,Moore,7
TENNESSEE,Obion,29
TENNESSEE,Overton,40
TENNESSEE,Perry,17
TENNESSEE,Pickett,4
TENNESSEE,Putnam,123
TENNESSEE,Rhea,60
TENNESSEE,Scott,31
TENNESSEE,Sevier,126
TENNESSEE,Stewart,51
TENNESSEE,Van Buren,11
TENNESSEE,Warren,45
TENNESSEE,Wayne,42
TENNESSEE,Weakley,25
TENNESSEE,White,53
TEXAS,Aransas,64
TEXAS,Archer,10
TEXAS,Armstrong,3
TEXAS,Austin,12
TEXAS,Bandera,20
TEXAS,Bastrop,185
TEXAS,Bell,111
TEXAS,Bexar,424
TEXAS,Bowie,106
TEXAS,Brazoria,140
TEXAS,Brazos,53
TEXAS,Burleson,22
TEXAS,Caldwell,24
TEXAS,Callahan,8
TEXAS,Cameron,191
TEXAS,Carson,16
TEXAS,Chambers,80
TEXAS,Clay,13
TEXAS,Collin,52
TEXAS,Comal,214
TEXAS,Coryell,14
TEXAS,Crosby,1
TEXAS,Dallas,47
TEXAS,Denton,52
TEXAS,Ector8,
TEXAS,Ellis,30
TEXAS,El Paso,278
TEXAS,Falls,9
TEXAS,Fort Bend,938
TEXAS,Galveston,147
TEXAS,Goliad,16
TEXAS,Grayson,45
TEXAS,Gregg,86
TEXAS,Guadalupe,69
TEXAS,Hardin,44
TEXAS,Harris,8668
TEXAS,Hays,193
TEXAS,Hidalgo,555
TEXAS,Hood,73
TEXAS,Hudspeth,3
TEXAS,Hunt,164
TEXAS,Irion,1
TEXAS,Jefferson,45
TEXAS,Johnson,70
TEXAS,Jones,10
TEXAS,Kaufman,109
TEXAS,Kendall,19
TEXAS,Lampasas,1
TEXAS,Liberty,196
TEXAS,Lubbock,119
TEXAS,Lynn,0
TEXAS,Martin,11
TEXAS,McLennan,66
TEXAS,Medina,25
TEXAS,Midland,74
TEXAS,Montgomery,597
TEXAS,Newton,9
TEXAS,Nueces,52
TEXAS,Oldham,3
TEXAS,Orange,92
TEXAS,Parker,79
TEXAS,Potter,31
TEXAS,Randall,52
TEXAS,Robertson,4
TEXAS,Rockwall,16
TEXAS,Rusk,84
TEXAS,San Patricio,59
TEXAS,Smith,215
TEXAS,Somervell,6
TEXAS,Tarrant,104
TEXAS,Taylor,44
TEXAS,Tom Green,18
TEXAS,Travis,537
TEXAS,Upshur,50
TEXAS,Victoria,72
TEXAS,Waller,27
TEXAS,Webb,84
TEXAS,Wichita,20
TEXAS,Williamson,141
TEXAS,Wilson,32
TEXAS,Wise,57
TEXAS,Anderson,63
TEXAS,Andrews,14
TEXAS,Angelina,88
TEXAS,Bailey,12
TEXAS,Baylor,0
TEXAS,Bee,33
TEXAS,Blanco,7
TEXAS,Borden,2
TEXAS,Bosque,10
TEXAS,Brewster,7
TEXAS,Briscoe,0
TEXAS,Brooks,2
TEXAS,Brown,14
TEXAS,Burnet,37
TEXAS,Calhoun,8
TEXAS,Camp,6
TEXAS,Cass,59
TEXAS,Castro,5
TEXAS,Cherokee,74
TEXAS,Childress,1
TEXAS,Cochran,5
TEXAS,Coke,1
TEXAS,Collingsworth,1
TEXAS,Colorado,23
TEXAS,Comanche,3
TEXAS,Concho,0
TEXAS,Cottle,0
TEXAS,Crane,1
TEXAS,Crockett,7
TEXAS,Culberson,0
TEXAS,Dallam,1
TEXAS,Dawson,1
TEXAS,Deaf Smith,11
TEXAS,Delta,2
TEXAS,DeWitt,27
TEXAS,Dickens,0
TEXAS,Dimmit,16
TEXAS,Donley,19
TEXAS,Duval,42
TEXAS,Eastland,5
TEXAS,Edwards,2
TEXAS,Erath,19
TEXAS,Fannin,37
TEXAS,Fayette,19
TEXAS,Fisher,11
TEXAS,Floyd,11
TEXAS,Franklin,20
TEXAS,Freestone,13
TEXAS,Frio,4
TEXAS,Gaines,4
TEXAS,Garza,5
TEXAS,Gillespie,6
TEXAS,Glasscock,0
TEXAS,Gonzales,14
TEXAS,Gray,10
TEXAS,Grimes,28
TEXAS,Hale,3
TEXAS,Hall,3
TEXAS,Hamilton,9
TEXAS,Hansford,6
TEXAS,Hardeman,1
TEXAS,Harrison,77
TEXAS,Hartley,0
TEXAS,Haskell,2
TEXAS,Hemphill,16
TEXAS,Henderson,181
TEXAS,Hill,27
TEXAS,Hockley,39
TEXAS,Hopkins,18
TEXAS,Houston,10
TEXAS,Howard,36
TEXAS,Hutchinson,19
TEXAS,Jack,5
TEXAS,Jackson,9
TEXAS,Jasper,76
TEXAS,Jeff Davis,7
TEXAS,Jim Hogg,6
TEXAS,Jim Wells,68
TEXAS,Karnes,12
TEXAS,Kenedy,2
TEXAS,Kent,2
TEXAS,Kerr,42
TEXAS,Kimble,2
TEXAS,King,0
TEXAS,Kinney,0
TEXAS,Kleberg,28
TEXAS,Knox,3
TEXAS,Lamar,39
TEXAS,Lamb,13
TEXAS,La Salle,6
TEXAS,Lavaca,13
TEXAS,Lee,18
TEXAS,Leon,7
TEXAS,Limestone,21
TEXAS,Lipscomb,5
TEXAS,Live Oak,15
TEXAS,Llano,20
TEXAS,Loving,1
TEXAS,Madison,21
TEXAS,Marion,56
TEXAS,Mason,4
TEXAS,Matagorda,57
TEXAS,Maverick,65
TEXAS,McCulloch,1
TEXAS,McMullen,1
TEXAS,Menard,11
TEXAS,Milam,11
TEXAS,Mills,1
TEXAS,Mitchell,1
TEXAS,Montague,10
TEXAS,Moore,2
TEXAS,Morris,21
